txn_id,day,date_time,sort_code,account_from,business_individual,entity_id,channel,beneficiary,category,sort_code_to,account_to,country,currency,amount,_balance_
1911630000000.0,Tuesday,2020-01-07T15:27:13.13,02-51-87,1911631,Business,39521,Debit Card,"O'Brien, Ford, Cook-Phillips ",Clothing & Footwear,02/11/1942,66880605,United Kingdom,GBP,-50.77,292.91
1911630000000.0,Tuesday,2020-01-07T16:07:24.24,02-51-87,1911631,Business,1613,Debit Card,"Gilbert, Crawford, Gray and Sons LLC",Shopping,02-41-42,60225609,United Kingdom,GBP,-15.59,277.33
1911630000000.0,Tuesday,2020-01-07T16:48:09.09,02-51-87,1911631,Business,26863,Debit Card,"Weston, Clarke, Walters-Austin ",Eating out,02-50-75,52560676,United Kingdom,GBP,-17.37,259.96
1911630000000.0,Wednesday,2020-01-08T12:43:03.03,02-51-87,1911631,Business,48206,Debit Card,"Lee, Davis-Baker, French-Winter ","Alcohol, narcotics, tabacco",02-41-87,11536016,United Kingdom,GBP,-9.79,250.17
1911630000000.0,Wednesday,2020-01-08T12:47:14.14,02-51-87,1911631,Business,8433,Debit Card,"Davies, Hartley, Kerr, Phillips, Robertson-Gray Ltd",Shopping,02-31-45,39554381,United Kingdom,GBP,-12.39,237.77
1911630000000.0,Wednesday,2020-01-08T13:04:22.22,02-51-87,1911631,Business,5361,Debit Card,"Taylor-Allen, Butler, Hodgson and Sons LLC",Expenses,02-21-87,89741435,United Kingdom,GBP,-97.76,140.01
1911630000000.0,Thursday,2020-01-09T08:51:04.04,02-51-87,1911631,Business,7982,Debit Card,"Nolan-Butler, James, Owen-Green LP",Shopping,02/11/1975,38137532,United Kingdom,GBP,-17.01,123.01
1911630000000.0,Thursday,2020-01-09T17:29:28.28,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-103.65,19.36
1911630000000.0,Monday,2020-01-13T12:56:27.27,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-108.55,-89.19
1911630000000.0,Monday,2020-01-13T17:47:20.2,02-51-87,1911631,Business,20756,Direct Debit,"Scott, Blackburn, Coleman, Holden, Smith, Murphy, Jones-Harris GP",Income 1,02-31-87,28693416,United Kingdom,GBP,2955.85,2866.66
1911630000000.0,Monday,2020-01-13T19:07:24.24,02-51-87,1911631,Business,385,Direct Debit,"Reid, Ball, Berry, Tomlinson, Sykes-Lamb LLC",Bills,02/10/2028,52750937,United Kingdom,GBP,-161.18,2705.48
1911630000000.0,Tuesday,2020-01-14T14:08:01.01,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-100.64,2604.84
1911630000000.0,Wednesday,2020-01-15T11:32:47.47,02-51-87,1911631,Business,31463,Direct Debit,"Brady-Roberts, Collier, Stokes, Kennedy, Evans LLC",Communication,02-50-87,73613873,United Kingdom,GBP,-14.27,2590.58
1911630000000.0,Thursday,2020-01-16T13:08:24.24,02-51-87,1911631,Business,43766,Mobile Payment,"Webb-Fraser, Brown, Wood, Archer and Williams Ltd",Expenses,02-31-87,97221623,United Kingdom,GBP,-25.52,2565.06
1911630000000.0,Thursday,2020-01-16T18:51:33.33,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-22.11,2542.95
1911630000000.0,Monday,2020-01-20T15:14:50.5,02-51-87,1911631,Business,3597,Debit Card,"Martin, Foster, Mann, Hopkins-O'Neill, Cole ",Family,02-52-33,47292995,United Kingdom,GBP,-411.95,2131.0
1911630000000.0,Tuesday,2020-01-21T09:08:30.3,02-51-87,1911631,Business,6114,Debit Card,"Chadwick-Wright, Hunt-Jackson, Griffiths-James Ltd",Eating out,02-30-55,5610316,United Kingdom,GBP,-16.17,2114.84
1911630000000.0,Wednesday,2020-01-22T08:58:08.08,02-51-87,1911631,Business,5721,CASH,"Welch, Webb-Kelly, Pope ",General,02-13-67,86362647,United Kingdom,GBP,-60.0,2054.84
1911630000000.0,Wednesday,2020-01-22T11:16:57.57,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-95.7,1959.13
1911630000000.0,Wednesday,2020-01-22T16:03:22.22,02-51-87,1911631,Business,6410,Debit Card,"Patel, Murray, Smith, Jones, Adams, Sinclair and Rice Ltd",Shopping,02-31-45,64695324,United Kingdom,GBP,-11.64,1947.49
1911630000000.0,Wednesday,2020-01-22T17:39:50.5,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-40.0,1907.49
1911630000000.0,Thursday,2020-01-23T13:36:37.37,02-51-87,1911631,Business,14020,Mobile Payment,"Harvey, Dale-Yates, Foster, Price and Hewitt ",Expenses,02-31-87,32442850,United Kingdom,GBP,-23.48,1884.01
1911630000000.0,Sunday,2020-01-26T08:30:29.29,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-40.0,1844.01
1911630000000.0,Monday,2020-01-27T14:58:08.08,02-51-87,1911631,Business,32485,Debit Card,"Richardson-Shah, Morgan, White, Smith, Cook, Yates and Burke ",Clothing & Footwear,02-51-74,23589889,United Kingdom,GBP,-50.6,1793.42
1911630000000.0,Monday,2020-01-27T17:14:21.21,02-51-87,1911631,Business,13117,Direct Debit,"Douglas, Barton, Gregory LLC",Entertainment,02-20-55,41970666,United Kingdom,GBP,-3.63,1789.79
1911630000000.0,Tuesday,2020-01-28T16:35:02.02,02-51-87,1911631,Business,20039,Debit Card,"Rogers, Webb, Hurst, Jackson, Taylor, Pope, Stokes and Sons LLP",Eating out,02-30-55,38090074,United Kingdom,GBP,-12.45,1777.34
1911630000000.0,Tuesday,2020-01-28T17:16:48.48,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-53.88,1723.47
1911630000000.0,Thursday,2020-01-30T16:57:30.3,02-51-87,1911631,Business,42050,Debit Card,"Cook, Taylor, Price, Davies-Davis, Mason-Green LLC","Alcohol, narcotics, tabacco",02-51-74,26576742,United Kingdom,GBP,-11.67,1711.8
1911630000000.0,Friday,2020-01-31T08:39:16.16,02-51-87,1911631,Business,2129,Direct Debit,"Miah, Wright, Stephens, Morgan, Pearson, Brown, Matthews, Ford and Edwards Ltd",Mortgage / Rent,02-40-16,1375721,United Kingdom,GBP,-732.32,979.48
1911630000000.0,Friday,2020-01-31T13:21:56.56,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-50.0,929.48
1911630000000.0,Monday,2020-02-03T12:44:47.47,02-51-87,1911631,Business,42580,Debit Card,"Bennett, Davies-Khan, Richardson ","Alcohol, narcotics, tabacco",02-20-75,24641522,United Kingdom,GBP,-10.24,919.23
1911630000000.0,Tuesday,2020-02-04T10:17:11.11,02-51-87,1911631,Business,33824,Direct Debit,"Griffin, O'Brien, Clark, McDonald-Patel, Smith-Moore ",Entertainment,02-53-67,56426156,United Kingdom,GBP,-5.29,913.94
1911630000000.0,Tuesday,2020-02-04T17:05:00,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-80.0,833.94
1911630000000.0,Tuesday,2020-02-04T18:07:12.12,02-51-87,1911631,Business,31463,Direct Debit,"Brady-Roberts, Collier, Stokes, Kennedy, Evans LLC",Communication,02-50-87,73613873,United Kingdom,GBP,-27.23,806.71
1911630000000.0,Thursday,2020-02-06T09:03:19.19,02-51-87,1911631,Business,19808,Mobile Payment,"Hawkins, Fletcher, Richards, Elliott, Burke, Riley and Dobson LLC",Expenses,02-31-87,8273441,United Kingdom,GBP,-64.52,742.19
1911630000000.0,Thursday,2020-02-06T10:39:22.22,02-51-87,1911631,Business,1613,Debit Card,"Gilbert, Crawford, Gray and Sons LLC",Shopping,02-41-42,60225609,United Kingdom,GBP,-44.0,698.19
1911630000000.0,Thursday,2020-02-06T13:31:18.18,02-51-87,1911631,Business,2852,Debit Card,"Thompson-Lee, Bates, Smith-Griffiths Ltd",Shopping,02-41-74,1643687,United Kingdom,GBP,-34.52,663.67
1911630000000.0,Thursday,2020-02-06T18:08:30.3,02-51-87,1911631,Business,385,Direct Debit,"Reid, Ball, Berry, Tomlinson, Sykes-Lamb LLC",Bills,02/10/2028,52750937,United Kingdom,GBP,-231.7,431.97
1911630000000.0,Friday,2020-02-07T11:13:38.38,02-51-87,1911631,Business,14020,Mobile Payment,"Harvey, Dale-Yates, Foster, Price and Hewitt ",Expenses,02-31-87,32442850,United Kingdom,GBP,-27.3,404.67
1911630000000.0,Friday,2020-02-07T17:29:11.11,02-51-87,1911631,Business,46976,Debit Card,"Ross, Weston-Patel, Ball Ltd",Eating out,02-20-55,6649485,United Kingdom,GBP,-11.58,393.09
1911630000000.0,Sunday,2020-02-09T16:51:19.19,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-90.0,303.09
1911630000000.0,Monday,2020-02-10T08:45:19.19,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-41.16,261.94
1911630000000.0,Monday,2020-02-10T09:25:29.29,02-51-87,1911631,Business,19683,Debit Card,"Miles, Akhtar, Connolly, Cartwright and Nicholls ",Clothing & Footwear,02-21-45,43905070,United Kingdom,GBP,-50.08,211.86
1911630000000.0,Wednesday,2020-02-12T17:51:04.04,02-51-87,1911631,Business,20756,Direct Debit,"Scott, Blackburn, Coleman, Holden, Smith, Murphy, Jones-Harris GP",Income 1,02-31-87,28693416,United Kingdom,GBP,2627.32,2839.18
1911630000000.0,Thursday,2020-02-13T14:16:48.48,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-51.32,2787.86
1911630000000.0,Friday,2020-02-14T14:29:02.02,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-64.84,2723.02
1911630000000.0,Friday,2020-02-14T16:14:53.53,02-51-87,1911631,Business,41193,Debit Card,"Wright, Mitchell-Watkins, Buckley, O'Neill and Williams LLC","Alcohol, narcotics, tabacco",02-21-45,12229137,United Kingdom,GBP,-4.8,2718.22
1911630000000.0,Monday,2020-02-17T10:36:03.03,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-99.97,2618.26
1911630000000.0,Monday,2020-02-17T15:04:02.02,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-25.65,2592.61
1911630000000.0,Monday,2020-02-17T15:25:55.55,02-51-87,1911631,Business,37302,Debit Card,"Patel, Begum-Russell, Willis Ltd",Clothing & Footwear,02-51-75,38461522,United Kingdom,GBP,-38.52,2554.09
1911630000000.0,Monday,2020-02-17T15:37:35.35,02-51-87,1911631,Business,45558,Direct Debit,"Hooper, Brown, Henry and Sons ",Entertainment,02-23-67,3422356,United Kingdom,GBP,-3.11,2550.98
1911630000000.0,Tuesday,2020-02-18T15:02:36.36,02-51-87,1911631,Business,1613,Debit Card,"Gilbert, Crawford, Gray and Sons LLC",Shopping,02-41-42,60225609,United Kingdom,GBP,-27.81,2523.17
1911630000000.0,Wednesday,2020-02-19T09:49:32.32,02-51-87,1911631,Business,955,Debit Card,"Hill-Wilson, Benson, Brown, Jones, Brookes, Jones and Winter Ltd",Eating out,02-50-55,98543159,United Kingdom,GBP,-28.48,2494.69
1911630000000.0,Thursday,2020-02-20T14:54:40.4,02-51-87,1911631,Business,43041,Debit Card,"Warner, Douglas, Richards-Thompson LLC",Eating out,02-31-75,70902214,United Kingdom,GBP,-14.27,2480.43
1911630000000.0,Friday,2020-02-21T08:52:13.13,02-51-87,1911631,Business,14020,Mobile Payment,"Harvey, Dale-Yates, Foster, Price and Hewitt ",Expenses,02-31-87,32442850,United Kingdom,GBP,-39.07,2441.36
1911630000000.0,Friday,2020-02-21T10:49:52.52,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-66.94,2374.42
1911630000000.0,Friday,2020-02-21T18:59:28.28,02-51-87,1911631,Business,7201,Debit Card,"Roberts, Nicholson, Moore, Conway-Hill, Wilson, Walker and Evans ",Family,02-30-27,38796033,United Kingdom,GBP,-193.14,2181.29
1911630000000.0,Sunday,2020-02-23T16:10:25.25,02-51-87,1911631,Business,5721,CASH,"Welch, Webb-Kelly, Pope ",General,02-13-67,86362647,United Kingdom,GBP,-10.0,2171.29
1911630000000.0,Monday,2020-02-24T11:13:38.38,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-137.43,2033.86
1911630000000.0,Monday,2020-02-24T13:27:16.16,02-51-87,1911631,Business,12108,Debit Card,"Bryant, Holmes, Harris, Roberts, Wright ",Clothing & Footwear,02/11/1974,34375545,United Kingdom,GBP,-34.57,1999.29
1911630000000.0,Monday,2020-02-24T13:39:56.56,02-51-87,1911631,Business,35626,Debit Card,"Hopkins, Brennan, Bailey, Read, Jackson-Holmes Ltd",Expenses,02-41-87,85871603,United Kingdom,GBP,-56.96,1942.33
1911630000000.0,Monday,2020-02-24T15:46:39.39,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-115.82,1826.52
1911630000000.0,Monday,2020-02-24T15:58:28.28,02-51-87,1911631,Business,29325,Debit Card,"Roberts-Ward, Willis, White, Barker and Perry LLC",Clothing & Footwear,02/11/1945,52755092,United Kingdom,GBP,-33.34,1793.17
1911630000000.0,Tuesday,2020-02-25T10:32:27.27,02-51-87,1911631,Business,26313,Debit Card,"Brookes-Dobson, Rogers, Anderson, Wright and Porter Ltd",Expenses,02-21-87,24139390,United Kingdom,GBP,-29.16,1764.02
1911630000000.0,Tuesday,2020-02-25T12:10:39.39,02-51-87,1911631,Business,5721,CASH,"Welch, Webb-Kelly, Pope ",General,02-13-67,86362647,United Kingdom,GBP,-130.0,1634.02
1911630000000.0,Tuesday,2020-02-25T12:11:48.48,02-51-87,1911631,Business,15221,Debit Card,"Henderson, James, Khan and Sons ",Family,02-52-80,60943862,United Kingdom,GBP,-35.35,1598.67
1911630000000.0,Tuesday,2020-02-25T13:03:30.3,02-51-87,1911631,Business,45236,Debit Card,"Carr-Stevenson, Thomson-Morris, Jackson and Sons Ltd","Alcohol, narcotics, tabacco",02-50-75,64720566,United Kingdom,GBP,-6.69,1591.98
1911630000000.0,Wednesday,2020-02-26T12:58:36.36,02-51-87,1911631,Business,45574,Debit Card,"Fox-Smith, Short-Simpson, Bennett, Brown and Hudson LLC",Eating out,02-41-75,95547233,United Kingdom,GBP,-12.43,1579.55
1911630000000.0,Wednesday,2020-02-26T13:01:29.29,02-51-87,1911631,Business,20253,Mobile Payment,"Gilbert, Gallagher, Ahmed, Davies, Poole-Austin ",Expenses,02-41-87,51147265,United Kingdom,GBP,-34.07,1545.48
1911630000000.0,Wednesday,2020-02-26T15:31:06.06,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-57.82,1487.66
1911630000000.0,Wednesday,2020-02-26T18:31:49.49,02-51-87,1911631,Business,504,Debit Card,"Walters, Bowen, Khan, Bell, Patel, Smith, Ahmed, Pearce and Webb ",Shopping,02-50-75,10806069,United Kingdom,GBP,-32.5,1455.16
1911630000000.0,Friday,2020-02-28T14:13:38.38,02-51-87,1911631,Business,33824,Direct Debit,"Griffin, O'Brien, Clark, McDonald-Patel, Smith-Moore ",Entertainment,02-53-67,56426156,United Kingdom,GBP,-4.39,1450.78
1911630000000.0,Friday,2020-02-28T14:24:35.35,02-51-87,1911631,Business,2129,Direct Debit,"Miah, Wright, Stephens, Morgan, Pearson, Brown, Matthews, Ford and Edwards Ltd",Mortgage / Rent,02-40-16,1375721,United Kingdom,GBP,-687.95,762.83
1911630000000.0,Tuesday,2020-03-03T08:51:13.13,02-51-87,1911631,Business,385,Direct Debit,"Reid, Ball, Berry, Tomlinson, Sykes-Lamb LLC",Bills,02/10/2028,52750937,United Kingdom,GBP,-168.9,593.93
1911630000000.0,Tuesday,2020-03-03T11:47:11.11,02-51-87,1911631,Business,1758,Debit Card,"Jones, Ali, Carroll, Barker, Ahmed-Humphries ",Shopping,02-51-75,35458455,United Kingdom,GBP,-22.23,571.69
1911630000000.0,Tuesday,2020-03-03T13:44:41.41,02-51-87,1911631,Business,10298,Debit Card,"Jones, Mahmood, Barber Co",Clothing & Footwear,02-50-90,33084215,United Kingdom,GBP,-46.35,525.35
1911630000000.0,Tuesday,2020-03-03T17:26:27.27,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-40.0,485.35
1911630000000.0,Thursday,2020-03-05T10:53:20.2,02-51-87,1911631,Individual,478217,Electronic Funds Transfer,Dean Mann,Loan,02/11/1942,22355018,United Kingdom,GBP,400.0,885.35
1911630000000.0,Thursday,2020-03-05T15:39:27.27,02-51-87,1911631,Business,20253,Mobile Payment,"Gilbert, Gallagher, Ahmed, Davies, Poole-Austin ",Expenses,02-41-87,51147265,United Kingdom,GBP,-30.14,855.2
1911630000000.0,Monday,2020-03-09T09:14:41.41,02-51-87,1911631,Business,25549,Debit Card,"Taylor-McCarthy, Martin, Harding, Marsh, Sykes, Daly and Richardson LLC",Groceries,02-20-87,72548747,United Kingdom,GBP,-110.85,744.36
1911630000000.0,Monday,2020-03-09T18:27:30.3,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-20.0,724.36
1911630000000.0,Tuesday,2020-03-10T15:46:31.31,02-51-87,1911631,Business,26598,Debit Card,"Clarke, Barrett, Chapman-Brown Ltd",Eating out,02-51-45,91110829,United Kingdom,GBP,-13.37,710.99
1911630000000.0,Wednesday,2020-03-11T12:46:05.05,02-51-87,1911631,Business,5361,Debit Card,"Taylor-Allen, Butler, Hodgson and Sons LLC",Expenses,02-21-87,89741435,United Kingdom,GBP,-17.15,693.85
1911630000000.0,Thursday,2020-03-12T10:07:24.24,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-40.0,653.85
1911630000000.0,Thursday,2020-03-12T17:06:35.35,02-51-87,1911631,Business,20756,Direct Debit,"Scott, Blackburn, Coleman, Holden, Smith, Murphy, Jones-Harris GP",Income 1,02-31-87,28693416,United Kingdom,GBP,2666.99,3320.84
1911630000000.0,Friday,2020-03-13T11:01:41.41,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-30.0,3290.84
1911630000000.0,Friday,2020-03-13T14:35:40.4,02-51-87,1911631,Business,7423,CASH,"Wilkinson, Watson, Armstrong, Henry-Moran, Baker, Thompson and Bond Ltd",General,02-13-67,54193610,United Kingdom,GBP,-10.0,3280.84
1911630000000.0,Friday,2020-03-13T15:03:10.1,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-144.6,3136.24
1911630000000.0,Monday,2020-03-16T13:58:05.05,02-51-87,1911631,Individual,478217,Electronic Funds Transfer,Dean Mann,Loan,02/11/1942,22355018,United Kingdom,GBP,-250.0,2886.24
1911630000000.0,Monday,2020-03-16T15:08:12.12,02-51-87,1911631,Business,42449,Debit Card,"Hunter-Murray, Johnson-Marshall, Walton, Williamson and Foster ","Alcohol, narcotics, tabacco",02-51-75,25858212,United Kingdom,GBP,-4.63,2881.61
1911630000000.0,Monday,2020-03-16T15:56:01.01,02-51-87,1911631,Business,40023,Debit Card,"Lee-Edwards, Weston-Cooper, Collins, Jones and Griffiths LLC","Alcohol, narcotics, tabacco",02-21-45,60550911,United Kingdom,GBP,-5.39,2876.22
1911630000000.0,Monday,2020-03-16T18:09:48.48,02-51-87,1911631,Business,19808,Mobile Payment,"Hawkins, Fletcher, Richards, Elliott, Burke, Riley and Dobson LLC",Expenses,02-31-87,8273441,United Kingdom,GBP,-10.39,2865.82
1911630000000.0,Monday,2020-03-16T18:16:42.42,02-51-87,1911631,Business,43480,Debit Card,"Barrett-Henry, Dixon, Thomson, Davies, Gray-Cooper Ltd","Alcohol, narcotics, tabacco",02-31-75,64643708,United Kingdom,GBP,-5.79,2860.03
1911630000000.0,Tuesday,2020-03-17T11:59:43.43,02-51-87,1911631,Business,45558,Direct Debit,"Hooper, Brown, Henry and Sons ",Entertainment,02-23-67,3422356,United Kingdom,GBP,-5.18,2854.86
1911630000000.0,Tuesday,2020-03-17T16:18:55.55,02-51-87,1911631,Business,1686,Direct Debit,"Hall, Hill, French, Barker, Peters-Brown ",Entertainment,02/10/1943,25721884,United Kingdom,GBP,-3.49,2851.37
1911630000000.0,Tuesday,2020-03-17T16:44:24.24,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-12.23,2839.14
1911630000000.0,Tuesday,2020-03-17T17:03:50.5,02-51-87,1911631,Business,5721,CASH,"Welch, Webb-Kelly, Pope ",General,02-13-67,86362647,United Kingdom,GBP,-10.0,2829.14
1911630000000.0,Tuesday,2020-03-17T17:15:48.48,02-51-87,1911631,Business,39894,Direct Debit,"Pearce-Russell, Watts, Wilson, Gibbs, Williams-Jones Ltd",Communication,02/10/1955,489960,United Kingdom,GBP,-23.61,2805.53
1911630000000.0,Wednesday,2020-03-18T09:20:44.44,02-51-87,1911631,Business,7201,Debit Card,"Roberts, Nicholson, Moore, Conway-Hill, Wilson, Walker and Evans ",Family,02-30-27,38796033,United Kingdom,GBP,-195.34,2610.2
1911630000000.0,Wednesday,2020-03-18T09:46:13.13,02-51-87,1911631,Business,44993,Debit Card,"Moore, Holmes, Edwards, Barlow, Bradley, Kelly, Hunt LLC",Eating out,02-40-55,30845090,United Kingdom,GBP,-33.3,2576.9
1911630000000.0,Wednesday,2020-03-18T11:01:06.06,02-51-87,1911631,Business,2852,Debit Card,"Thompson-Lee, Bates, Smith-Griffiths Ltd",Shopping,02-41-74,1643687,United Kingdom,GBP,-41.68,2535.22
1911630000000.0,Monday,2020-04-06T18:33:33.33,02-51-87,1911631,Business,24067,Debit Card,"Cox, Harvey, Cooper LLC",Groceries,02-40-87,82280001,United Kingdom,GBP,-107.95,117.85
1911630000000.0,Thursday,2020-03-19T13:04:48.48,02-51-87,1911631,Business,600,Debit Card,"Murphy-Taylor, Jordan-Clark, Johnson, Davies and Francis Ltd",Transport,02-31-13,12469137,United Kingdom,GBP,-110.67,2424.55
1911630000000.0,Thursday,2020-03-19T17:23:34.34,02-51-87,1911631,Business,27007,CASH,"Lowe, Thomas-Brown, Lynch, Daly and Akhtar LLC",General,02-30-43,29531660,United Kingdom,GBP,-10.0,2414.55
1911630000000.0,Thursday,2020-03-19T18:29:05.05,02-51-87,1911631,Business,33538,Debit Card,"Slater-Harris, Peters, Barton, Simpson, Bull LLC",Expenses,02-51-87,105326,United Kingdom,GBP,-38.0,2376.55
1911630000000.0,Friday,2020-03-20T10:22:57.57,02-51-87,1911631,Business,22974,Debit Card,"Read, Pratt, Carroll, Jenkins, Morris, Brown and Brown Ltd",Expenses,02/11/1987,55360008,United Kingdom,GBP,-7.31,2369.25
1911630000000.0,Friday,2020-03-20T18:34:08.08,02-51-87,1911631,Business,47990,Debit Card,"Carter, Baxter, Scott, Shaw-Storey, Clarke-Cole LLC",Eating out,02-50-55,42822692,United Kingdom,GBP,-11.52,2357.73
